League,Date,Home Team,Away Team,Home Score,Away Score
Ligue 1,May 2001,RC Lens,Rennes,1,2
Ligue 1,May 2001,St Etienne,Sedan,0,2
Ligue 1,May 2001,Toulouse,Lyon,1,1
Ligue 1,May 2001,Troyes,Nice,3,2
Ligue 1,May 2001,Auxerre,Toulouse,2,0
Ligue 1,May 2001,Bordeaux,Monaco,2,1
Ligue 1,May 2001,Lille,Nantes,1,1
Ligue 1,May 2001,Nice,Bastia,3,2
Ligue 1,May 2001,Paris Saint-Germain,Guingamp,1,3
Ligue 1,May 2001,Sedan,Troyes,2,1
Ligue 1,May 2001,Strasbourg,RC Lens,1,0
Ligue 1,May 2001,Rennes,St Etienne,3,0
Ligue 1,May 2001,Lyon,Marseille,1,1
Ligue 1,May 2001,RC Lens,Lille,0,1
Ligue 1,May 2001,Nantes,Paris Saint-Germain,1,0
Ligue 1,May 2001,Bastia,Sedan,0,1
Ligue 1,May 2001,Guingamp,Lyon,2,3
Ligue 1,May 2001,Marseille,Auxerre,0,1
Ligue 1,May 2001,Monaco,Nice,6,1
Ligue 1,May 2001,St Etienne,Strasbourg,3,3
Ligue 1,May 2001,Toulouse,Bordeaux,1,1
Ligue 1,May 2001,Lyon,Nantes,3,1
Ligue 1,May 2001,Auxerre,Guingamp,1,1
Ligue 1,May 2001,Lille,St Etienne,4,1
Ligue 1,May 2001,Paris Saint-Germain,RC Lens,1,0
Ligue 1,May 2001,Rennes,Bastia,1,2
Ligue 1,May 2001,Sedan,Nice,0,0
Ligue 1,May 2001,Strasbourg,Troyes,3,3
Ligue 1,May 2001,Toulouse,Monaco,2,1
Ligue 1,May 2001,Bordeaux,Marseille,3,0
Ligue 1,May 2001,Nantes,Auxerre,1,1
Ligue 1,May 2001,Bastia,Strasbourg,3,1
Ligue 1,May 2001,Guingamp,Bordeaux,1,1
Ligue 1,May 2001,Marseille,Toulouse,1,1
Ligue 1,May 2001,Monaco,Sedan,1,0
Ligue 1,May 2001,Nice,Rennes,2,2
Ligue 1,May 2001,St Etienne,Paris Saint-Germain,1,0
Ligue 1,May 2001,Troyes,Lille,2,1
Ligue 1,May 2001,RC Lens,Lyon,0,0
Ligue 1,May 2001,Auxerre,RC Lens,3,2
Ligue 1,May 2001,Bordeaux,Nantes,0,2
Ligue 1,May 2001,Lille,Bastia,1,0
Ligue 1,May 2001,Lyon,St Etienne,2,1
Ligue 1,May 2001,Paris Saint-Germain,Troyes,0,0
Ligue 1,May 2001,Rennes,Sedan,2,0
Ligue 1,May 2001,Toulouse,Guingamp,1,1
Ligue 1,May 2001,Marseille,Monaco,2,1
Ligue 1,May 2001,Nantes,Toulouse,3,2
Ligue 1,May 2001,Bastia,Paris Saint-Germain,1,1
Ligue 1,May 2001,Guingamp,Marseille,1,0
Ligue 1,May 2001,Monaco,Rennes,1,2
Ligue 1,May 2001,Nice,Lille,1,1
Ligue 1,May 2001,RC Lens,Bordeaux,2,2
Ligue 1,May 2001,Sedan,Strasbourg,1,0
Ligue 1,May 2001,St Etienne,Auxerre,2,0
Ligue 1,May 2001,Troyes,Lyon,1,0
Ligue 1,May 2001,Bastia,Nantes,3,1
Ligue 1,May 2001,Lille,Paris Saint-Germain,2,0
Ligue 1,May 2001,Lyon,Toulouse,4,1
Ligue 1,May 2001,Marseille,Nantes,2,0
Ligue 1,May 2001,Bordeaux,St Etienne,2,1
Ligue 1,May 2001,Paris Saint-Germain,Nice,1,0
Ligue 1,May 2001,Auxerre,Troyes,2,2
Ligue 1,May 2001,Guingamp,Monaco,2,2
Ligue 1,May 2001,Lille,Sedan,2,0
Ligue 1,May 2001,Lyon,Bastia,1,0
Ligue 1,May 2001,Strasbourg,Rennes,1,1
Ligue 1,May 2001,Toulouse,RC Lens,0,0
Ligue 1,May 2001,RC Lens,Marseille,1,0
Ligue 1,May 2001,Nice,Lyon,0,0
Ligue 1,May 2001,Bastia,Auxerre,3,1
Ligue 1,May 2001,Monaco,Strasbourg,1,0
Ligue 1,May 2001,Nantes,Guingamp,2,1
Ligue 1,May 2001,Rennes,Lille,2,0
Ligue 1,May 2001,Sedan,Paris Saint-Germain,4,1
Ligue 1,May 2001,St Etienne,Toulouse,1,0
Ligue 1,May 2001,Troyes,Bordeaux,1,0
Ligue 1,May 2001,Auxerre,Nice,1,0
Ligue 1,May 2001,Bordeaux,Bastia,0,0
Ligue 1,May 2001,Lille,Strasbourg,1,1
Ligue 1,May 2001,Lyon,Sedan,2,2
Ligue 1,May 2001,Marseille,St Etienne,2,0
Ligue 1,May 2001,Nantes,Monaco,3,1
Ligue 1,May 2001,Toulouse,Troyes,2,1
Ligue 1,May 2001,Guingamp,RC Lens,0,1
Ligue 1,May 2001,Paris Saint-Germain,Rennes,0,1
Ligue 1,May 2001,St Etienne,Nantes,0,2
Ligue 1,May 2001,Sedan,Bordeaux,0,0
Ligue 1,May 2001,Bastia,Marseille,3,0
Ligue 1,May 2001,Nice,Toulouse,1,1
Ligue 1,May 2001,RC Lens,Monaco,4,3
Ligue 1,May 2001,Rennes,Auxerre,0,1
Ligue 1,May 2001,Strasbourg,Lyon,0,3
Ligue 1,May 2001,Troyes,Guingamp,0,1
Ligue 1,May 2001,Auxerre,Strasbourg,1,2
Ligue 1,May 2001,Bordeaux,Rennes,3,0
Ligue 1,May 2001,Guingamp,Bastia,1,0
Ligue 1,May 2001,Lyon,Lille,0,1
Ligue 1,May 2001,Monaco,Paris Saint-Germain,2,0
Ligue 1,May 2001,Nantes,Troyes,4,0
Ligue 1,May 2001,RC Lens,St Etienne,0,0
Ligue 1,May 2001,Toulouse,Sedan,2,0
Ligue 1,May 2001,Paris Saint-Germain,Lyon,1,1
Ligue 1,May 2001,Lille,Auxerre,1,1
Ligue 1,May 2001,Nice,Guingamp,1,1
Ligue 1,May 2001,Rennes,Toulouse,1,1
Ligue 1,May 2001,Sedan,Marseille,2,0
Ligue 1,May 2001,Troyes,RC Lens,1,0
Ligue 1,May 2001,St Etienne,Monaco,1,0
Ligue 1,May 2001,Auxerre,Paris Saint-Germain,1,0
Ligue 1,May 2001,Bordeaux,Lille,1,0
Ligue 1,May 2001,Guingamp,Sedan,0,3
Ligue 1,May 2001,Marseille,Rennes,0,1
Ligue 1,May 2001,Nantes,Nice,2,0
Ligue 1,May 2001,RC Lens,Bastia,4,0
Ligue 1,May 2001,St Etienne,Troyes,4,1
Ligue 1,May 2001,Toulouse,Strasbourg,0,0
Ligue 1,May 2001,Monaco,Lyon,0,2
Ligue 1,May 2001,Troyes,Monaco,1,0
Ligue 1,May 2001,Bastia,St Etienne,0,0
Ligue 1,May 2001,Lille,Toulouse,1,0
Ligue 1,May 2001,Lyon,Auxerre,2,2
Ligue 1,May 2001,Nice,RC Lens,2,1
Ligue 1,May 2001,Paris Saint-Germain,Bordeaux,1,2
Ligue 1,May 2001,Rennes,Guingamp,1,1
Ligue 1,May 2001,Sedan,Nantes,2,0
Ligue 1,May 2001,Strasbourg,Marseille,1,1
Ligue 1,May 2001,Marseille,Lille,0,1
Ligue 1,May 2001,Toulouse,Paris Saint-Germain,2,3
Ligue 1,May 2001,Bordeaux,Lyon,1,1
Ligue 1,May 2001,Monaco,Auxerre,1,1
Ligue 1,May 2001,Guingamp,Strasbourg,2,1
Ligue 1,May 2001,Nantes,Rennes,1,0
Ligue 1,May 2001,RC Lens,Sedan,1,1
Ligue 1,May 2001,St Etienne,Nice,2,0
Ligue 1,May 2001,Troyes,Bastia,0,0
Ligue 1,May 2001,Auxerre,Bordeaux,0,2
Ligue 1,May 2001,Lille,Guingamp,1,1
Ligue 1,May 2001,Nice,Troyes,2,2
Ligue 1,May 2001,Sedan,St Etienne,2,1
Ligue 1,May 2001,Strasbourg,Nantes,0,5
Ligue 1,May 2001,Rennes,RC Lens,1,0
Ligue 1,May 2001,Bastia,Monaco,0,2
Ligue 1,May 2001,Paris Saint-Germain,Marseille,2,0
Ligue 1,April 2001,Bastia,Toulouse,5,1
Ligue 1,April 2001,Monaco,Lille,1,2
Ligue 1,April 2001,Nice,Bordeaux,2,0
Ligue 1,April 2001,RC Lens,Nantes,1,4
Ligue 1,April 2001,Rennes,Lyon,3,4
Ligue 1,April 2001,Sedan,Auxerre,1,0
Ligue 1,April 2001,St Etienne,Guingamp,2,2
Ligue 1,April 2001,Strasbourg,Paris Saint-Germain,1,2
Ligue 1,April 2001,Troyes,Marseille,1,1
Ligue 1,April 2001,Auxerre,Rennes,0,1
Ligue 1,April 2001,Bordeaux,Sedan,2,2
Ligue 1,April 2001,Guingamp,Troyes,1,1
Ligue 1,April 2001,Lyon,Strasbourg,5,0
Ligue 1,April 2001,Marseille,Bastia,2,1
Ligue 1,April 2001,Monaco,RC Lens,0,0
Ligue 1,April 2001,Nantes,St Etienne,1,0
Ligue 1,April 2001,Paris Saint-Germain,Lille,2,2
Ligue 1,April 2001,Toulouse,Nice,2,1
Ligue 1,April 2001,RC Lens,Troyes,1,1
Ligue 1,April 2001,Troyes,Nantes,0,1
Ligue 1,April 2001,Nice,Marseille,1,0
Ligue 1,April 2001,Bastia,Guingamp,2,0
Ligue 1,April 2001,Lille,Lyon,1,2
Ligue 1,April 2001,Paris Saint-Germain,Monaco,1,1
Ligue 1,April 2001,Rennes,Bordeaux,1,2
Ligue 1,April 2001,Sedan,Toulouse,2,3
Ligue 1,April 2001,St Etienne,RC Lens,1,1
Ligue 1,April 2001,Strasbourg,Auxerre,1,0
Ligue 1,April 2001,Lyon,Paris Saint-Germain,2,0
Ligue 1,April 2001,Nantes,Bastia,1,0
Ligue 1,April 2001,Auxerre,Lille,1,1
Ligue 1,April 2001,Bordeaux,Strasbourg,2,1
Ligue 1,April 2001,Guingamp,Nice,1,3
Ligue 1,April 2001,Marseille,Sedan,2,1
Ligue 1,April 2001,Monaco,St Etienne,5,3
Ligue 1,April 2001,Toulouse,Rennes,2,0
Ligue 1,April 2001,Strasbourg,Nice,0,1
Ligue 1,April 2001,Lyon,Monaco,2,1
Ligue 1,April 2001,Bastia,RC Lens,1,3
Ligue 1,April 2001,Nice,Nantes,1,2
Ligue 1,April 2001,Paris Saint-Germain,Auxerre,3,0
Ligue 1,April 2001,Rennes,Marseille,2,0
Ligue 1,April 2001,Sedan,Guingamp,2,2
Ligue 1,April 2001,Strasbourg,Toulouse,1,0
Ligue 1,April 2001,Troyes,St Etienne,0,0
Ligue 1,April 2001,Lille,Bordeaux,2,2
Ligue 1,April 2001,Bordeaux,Paris Saint-Germain,2,0
Ligue 1,April 2001,Toulouse,Lille,0,2
Ligue 1,April 2001,Auxerre,Lyon,0,3
Ligue 1,April 2001,Guingamp,Rennes,1,6
Ligue 1,April 2001,Marseille,Strasbourg,0,0
Ligue 1,April 2001,Monaco,Troyes,4,3
Ligue 1,April 2001,Nantes,Sedan,4,1
Ligue 1,April 2001,RC Lens,Nice,1,1
Ligue 1,April 2001,St Etienne,Bastia,2,1
Ligue 1,April 2001,Rennes,Nantes,0,2
Ligue 1,April 2001,Auxerre,Monaco,1,0
Ligue 1,April 2001,Bastia,Troyes,2,2
Ligue 1,April 2001,Lille,Marseille,1,0
Ligue 1,April 2001,Lyon,Bordeaux,2,1
Ligue 1,April 2001,Nice,St Etienne,3,0
Ligue 1,April 2001,Paris Saint-Germain,Toulouse,3,0
Ligue 1,April 2001,Sedan,RC Lens,2,2
Ligue 1,April 2001,Strasbourg,Guingamp,0,1
Ligue 1,April 2001,Troyes,Rennes,3,1
Ligue 1,April 2001,Nantes,Strasbourg,1,0
Ligue 1,April 2001,Bordeaux,Auxerre,1,0
Ligue 1,April 2001,Guingamp,Lille,0,1
Ligue 1,April 2001,Marseille,Paris Saint-Germain,1,0
Ligue 1,April 2001,Monaco,Bastia,2,1
Ligue 1,April 2001,RC Lens,Rennes,1,2
Ligue 1,April 2001,St Etienne,Sedan,0,2
Ligue 1,April 2001,Toulouse,Lyon,1,1
Ligue 1,April 2001,Troyes,Nice,3,2
Ligue 1,April 2001,Auxerre,Toulouse,2,0
Ligue 1,April 2001,Bordeaux,Monaco,2,1
Ligue 1,April 2001,Lille,Nantes,1,1
Ligue 1,April 2001,Nice,Bastia,3,2
Ligue 1,April 2001,Paris Saint-Germain,Guingamp,1,3
Ligue 1,April 2001,Sedan,Troyes,2,1
Ligue 1,April 2001,Strasbourg,RC Lens,1,0
Ligue 1,April 2001,Rennes,St Etienne,3,0
Ligue 1,April 2001,Lyon,Marseille,1,1
Ligue 1,April 2001,RC Lens,Lille,0,1
Ligue 1,April 2001,Nantes,Paris Saint-Germain,1,0
Ligue 1,April 2001,Bastia,Sedan,0,1
Ligue 1,April 2001,Guingamp,Lyon,2,3
Ligue 1,April 2001,Marseille,Auxerre,0,1
Ligue 1,April 2001,Monaco,Nice,6,1
Ligue 1,April 2001,St Etienne,Strasbourg,3,3
Ligue 1,April 2001,Toulouse,Bordeaux,1,1
Ligue 1,April 2001,Lyon,Nantes,3,1
Ligue 1,April 2001,Auxerre,Guingamp,1,1
Ligue 1,April 2001,Lille,St Etienne,4,1
Ligue 1,April 2001,Paris Saint-Germain,RC Lens,1,0
Ligue 1,April 2001,Rennes,Bastia,1,2
Ligue 1,April 2001,Sedan,Nice,0,0
Ligue 1,April 2001,Strasbourg,Troyes,3,3
Ligue 1,April 2001,Toulouse,Monaco,2,1
Ligue 1,April 2001,Bordeaux,Marseille,3,0
Ligue 1,April 2001,Nantes,Auxerre,1,1
Ligue 1,April 2001,Bastia,Strasbourg,3,1
Ligue 1,April 2001,Guingamp,Bordeaux,1,1
Ligue 1,April 2001,Marseille,Toulouse,1,1
Ligue 1,April 2001,Monaco,Sedan,1,0
Ligue 1,April 2001,Nice,Rennes,2,2
Ligue 1,April 2001,St Etienne,Paris Saint-Germain,1,0
Ligue 1,April 2001,Troyes,Lille,2,1
Ligue 1,April 2001,RC Lens,Lyon,0,0
Ligue 1,April 2001,Auxerre,RC Lens,3,2
Ligue 1,April 2001,Bordeaux,Nantes,0,2
Ligue 1,April 2001,Lille,Bastia,1,0
Ligue 1,April 2001,Lyon,St Etienne,2,1
Ligue 1,April 2001,Paris Saint-Germain,Troyes,0,0
Ligue 1,April 2001,Rennes,Sedan,2,0
Ligue 1,April 2001,Toulouse,Guingamp,1,1
Ligue 1,April 2001,Marseille,Monaco,2,1
Ligue 1,April 2001,Nantes,Toulouse,3,2
Ligue 1,April 2001,Bastia,Paris Saint-Germain,1,1
Ligue 1,April 2001,Guingamp,Marseille,1,0
Ligue 1,April 2001,Monaco,Rennes,1,2
Ligue 1,April 2001,Nice,Lille,1,1
Ligue 1,April 2001,RC Lens,Bordeaux,2,2
Ligue 1,April 2001,Sedan,Strasbourg,1,0
Ligue 1,April 2001,St Etienne,Auxerre,2,0
Ligue 1,April 2001,Troyes,Lyon,1,0
Ligue 1,April 2001,Bastia,Nantes,3,1
Ligue 1,April 2001,Lille,Paris Saint-Germain,2,0
Ligue 1,April 2001,Lyon,Toulouse,4,1
Ligue 1,April 2001,Marseille,Nantes,2,0
Ligue 1,April 2001,Bordeaux,St Etienne,2,1
Ligue 1,April 2001,Paris Saint-Germain,Nice,1,0
Ligue 1,April 2001,Auxerre,Troyes,2,2
Ligue 1,April 2001,Guingamp,Monaco,2,2
Ligue 1,April 2001,Lille,Sedan,2,0
Ligue 1,April 2001,Lyon,Bastia,1,0
Ligue 1,April 2001,Strasbourg,Rennes,1,1
Ligue 1,April 2001,Toulouse,RC Lens,0,0
Ligue 1,April 2001,RC Lens,Marseille,1,0
Ligue 1,April 2001,Nice,Lyon,0,0
Ligue 1,April 2001,Bastia,Auxerre,3,1
Ligue 1,April 2001,Monaco,Strasbourg,1,0
Ligue 1,April 2001,Nantes,Guingamp,2,1
Ligue 1,April 2001,Rennes,Lille,2,0
Ligue 1,April 2001,Sedan,Paris Saint-Germain,4,1
Ligue 1,April 2001,St Etienne,Toulouse,1,0
Ligue 1,April 2001,Troyes,Bordeaux,1,0
Ligue 1,April 2001,Auxerre,Nice,1,0
Ligue 1,April 2001,Bordeaux,Bastia,0,0
Ligue 1,April 2001,Lille,Strasbourg,1,1
Ligue 1,April 2001,Lyon,Sedan,2,2
Ligue 1,April 2001,Marseille,St Etienne,2,0
Ligue 1,April 2001,Nantes,Monaco,3,1
Ligue 1,April 2001,Toulouse,Troyes,2,1
Ligue 1,April 2001,Guingamp,RC Lens,0,1
Ligue 1,April 2001,Paris Saint-Germain,Rennes,0,1
Ligue 1,April 2001,St Etienne,Nantes,0,2
Ligue 1,April 2001,Sedan,Bordeaux,0,0
Ligue 1,April 2001,Bastia,Marseille,3,0
Ligue 1,April 2001,Nice,Toulouse,1,1
Ligue 1,April 2001,RC Lens,Monaco,4,3
Ligue 1,April 2001,Rennes,Auxerre,0,1
Ligue 1,April 2001,Strasbourg,Lyon,0,3
Ligue 1,April 2001,Troyes,Guingamp,0,1
Ligue 1,April 2001,Auxerre,Strasbourg,1,2
Ligue 1,April 2001,Bordeaux,Rennes,3,0
Ligue 1,April 2001,Guingamp,Bastia,1,0
Ligue 1,April 2001,Lyon,Lille,0,1
Ligue 1,April 2001,Monaco,Paris Saint-Germain,2,0
Ligue 1,April 2001,Nantes,Troyes,4,0
Ligue 1,April 2001,RC Lens,St Etienne,0,0
Ligue 1,April 2001,Toulouse,Sedan,2,0
Ligue 1,April 2001,Paris Saint-Germain,Lyon,1,1
Ligue 1,April 2001,Lille,Auxerre,1,1
Ligue 1,April 2001,Nice,Guingamp,1,1
Ligue 1,April 2001,Rennes,Toulouse,1,1
Ligue 1,April 2001,Sedan,Marseille,2,0
Ligue 1,April 2001,Troyes,RC Lens,1,0
Ligue 1,April 2001,St Etienne,Monaco,1,0
Ligue 1,April 2001,Auxerre,Paris Saint-Germain,1,0
Ligue 1,April 2001,Bordeaux,Lille,1,0
Ligue 1,April 2001,Guingamp,Sedan,0,3
Ligue 1,April 2001,Marseille,Rennes,0,1
Ligue 1,April 2001,Nantes,Nice,2,0
Ligue 1,April 2001,RC Lens,Bastia,4,0
Ligue 1,April 2001,St Etienne,Troyes,4,1
Ligue 1,April 2001,Toulouse,Strasbourg,0,0
Ligue 1,April 2001,Monaco,Lyon,0,2
Ligue 1,April 2001,Troyes,Monaco,1,0
Ligue 1,April 2001,Bastia,St Etienne,0,0
Ligue 1,April 2001,Lille,Toulouse,1,0
Ligue 1,April 2001,Lyon,Auxerre,2,2
Ligue 1,April 2001,Nice,RC Lens,2,1
Ligue 1,April 2001,Paris Saint-Germain,Bordeaux,1,2
Ligue 1,April 2001,Rennes,Guingamp,1,1
Ligue 1,April 2001,Sedan,Nantes,2,0
Ligue 1,April 2001,Strasbourg,Marseille,1,1
Ligue 1,April 2001,Marseille,Lille,0,1
Ligue 1,April 2001,Toulouse,Paris Saint-Germain,2,3
Ligue 1,April 2001,Bordeaux,Lyon,1,1
Ligue 1,April 2001,Monaco,Auxerre,1,1
Ligue 1,April 2001,Guingamp,Strasbourg,2,1
Ligue 1,April 2001,Nantes,Rennes,1,0
Ligue 1,April 2001,RC Lens,Sedan,1,1
Ligue 1,April 2001,St Etienne,Nice,2,0
Ligue 1,April 2001,Troyes,Bastia,0,0
Ligue 1,April 2001,Auxerre,Bordeaux,0,2
Ligue 1,April 2001,Lille,Guingamp,1,1
Ligue 1,April 2001,Nice,Troyes,2,2
Ligue 1,April 2001,Sedan,St Etienne,2,1
Ligue 1,April 2001,Strasbourg,Nantes,0,5
Ligue 1,April 2001,Rennes,RC Lens,1,0
Ligue 1,April 2001,Bastia,Monaco,0,2
Ligue 1,April 2001,Paris Saint-Germain,Marseille,2,0
Ligue 1,March 2001,Bastia,Toulouse,5,1
Ligue 1,March 2001,Monaco,Lille,1,2
Ligue 1,March 2001,Nice,Bordeaux,2,0
Ligue 1,March 2001,RC Lens,Nantes,1,4
Ligue 1,March 2001,Rennes,Lyon,3,4
Ligue 1,March 2001,Sedan,Auxerre,1,0
Ligue 1,March 2001,St Etienne,Guingamp,2,2
Ligue 1,March 2001,Strasbourg,Paris Saint-Germain,1,2
Ligue 1,March 2001,Troyes,Marseille,1,1
Ligue 1,March 2001,Auxerre,Rennes,0,1
Ligue 1,March 2001,Bordeaux,Sedan,2,2
Ligue 1,March 2001,Guingamp,Troyes,1,1
Ligue 1,March 2001,Lyon,Strasbourg,5,0
Ligue 1,March 2001,Marseille,Bastia,2,1
Ligue 1,March 2001,Monaco,RC Lens,0,0
Ligue 1,March 2001,Nantes,St Etienne,1,0
Ligue 1,March 2001,Paris Saint-Germain,Lille,2,2
Ligue 1,March 2001,Toulouse,Nice,2,1
Ligue 1,March 2001,RC Lens,Troyes,1,1
Ligue 1,March 2001,Troyes,Nantes,0,1
Ligue 1,March 2001,Nice,Marseille,1,0
Ligue 1,March 2001,Bastia,Guingamp,2,0
Ligue 1,March 2001,Lille,Lyon,1,2
Ligue 1,March 2001,Paris Saint-Germain,Monaco,1,1
Ligue 1,March 2001,Rennes,Bordeaux,1,2
Ligue 1,March 2001,Sedan,Toulouse,2,3
Ligue 1,March 2001,St Etienne,RC Lens,1,1
Ligue 1,March 2001,Strasbourg,Auxerre,1,0
Ligue 1,March 2001,Lyon,Paris Saint-Germain,2,0
Ligue 1,March 2001,Nantes,Bastia,1,0
Ligue 1,March 2001,Auxerre,Lille,1,1
Ligue 1,March 2001,Bordeaux,Strasbourg,2,1
Ligue 1,March 2001,Guingamp,Nice,1,3
Ligue 1,March 2001,Marseille,Sedan,2,1
Ligue 1,March 2001,Monaco,St Etienne,5,3
Ligue 1,March 2001,Toulouse,Rennes,2,0
Ligue 1,March 2001,Strasbourg,Nice,0,1
Ligue 1,March 2001,Lyon,Monaco,2,1
Ligue 1,March 2001,Bastia,RC Lens,1,3
Ligue 1,March 2001,Nice,Nantes,1,2
Ligue 1,March 2001,Paris Saint-Germain,Auxerre,3,0
Ligue 1,March 2001,Rennes,Marseille,2,0
Ligue 1,March 2001,Sedan,Guingamp,2,2
Ligue 1,March 2001,Strasbourg,Toulouse,1,0
Ligue 1,March 2001,Troyes,St Etienne,0,0
Ligue 1,March 2001,Lille,Bordeaux,2,2
Ligue 1,March 2001,Bordeaux,Paris Saint-Germain,2,0
Ligue 1,March 2001,Toulouse,Lille,0,2
Ligue 1,March 2001,Auxerre,Lyon,0,3
Ligue 1,March 2001,Guingamp,Rennes,1,6
Ligue 1,March 2001,Marseille,Strasbourg,0,0
Ligue 1,March 2001,Monaco,Troyes,4,3
Ligue 1,March 2001,Nantes,Sedan,4,1
Ligue 1,March 2001,RC Lens,Nice,1,1
Ligue 1,March 2001,St Etienne,Bastia,2,1
Ligue 1,March 2001,Rennes,Nantes,0,2
Ligue 1,March 2001,Auxerre,Monaco,1,0
Ligue 1,March 2001,Bastia,Troyes,2,2
Ligue 1,March 2001,Lille,Marseille,1,0
Ligue 1,March 2001,Lyon,Bordeaux,2,1
Ligue 1,March 2001,Nice,St Etienne,3,0
Ligue 1,March 2001,Paris Saint-Germain,Toulouse,3,0
Ligue 1,March 2001,Sedan,RC Lens,2,2
Ligue 1,March 2001,Strasbourg,Guingamp,0,1
Ligue 1,March 2001,Troyes,Rennes,3,1
Ligue 1,March 2001,Nantes,Strasbourg,1,0
Ligue 1,March 2001,Bordeaux,Auxerre,1,0
Ligue 1,March 2001,Guingamp,Lille,0,1
Ligue 1,March 2001,Marseille,Paris Saint-Germain,1,0
Ligue 1,March 2001,Monaco,Bastia,2,1
Ligue 1,March 2001,RC Lens,Rennes,1,2
Ligue 1,March 2001,St Etienne,Sedan,0,2
Ligue 1,March 2001,Toulouse,Lyon,1,1
Ligue 1,March 2001,Troyes,Nice,3,2
Ligue 1,March 2001,Auxerre,Toulouse,2,0
Ligue 1,March 2001,Bordeaux,Monaco,2,1
Ligue 1,March 2001,Lille,Nantes,1,1
Ligue 1,March 2001,Nice,Bastia,3,2
Ligue 1,March 2001,Paris Saint-Germain,Guingamp,1,3
Ligue 1,March 2001,Sedan,Troyes,2,1
